Nº,Título,Comisión,Tema,"Fecha de Publicación","Cantidad de Apoyos",Tipo,Autor,Organización,URL
56914,"DERECHO FUNDAMENTAL SOBRE DATOS PERSONALES , tu información personal protegida Hoy, de entidades financieras, comerciales y de lucro. ","4 - Derechos Fundamentales","Comunicación y derechos digitales",2022-01-17T23:44:33-03:00,193,personal,"Andrés Barrientos C.",,https://plataforma.chileconvencion.cl/m/iniciativa_popular/o/56914
