Nº,Título,Comisión,Tema,"Fecha de Publicación","Cantidad de Apoyos",Tipo,Autor,Organización,URL
38,"Una Educación Feminista para Chile: Laica, pública y no sexista","4 - Derechos Fundamentales",Educación,2021-12-09T11:09:05-03:00,19931,organizacion,"Nydia Caru A.","REDOFEM (Red Docente Feminista)",https://plataforma.chileconvencion.cl/m/iniciativa_popular/o/38
