Nº,Título,Comisión,Tema,"Fecha de Publicación","Cantidad de Apoyos",Tipo,Autor,Organización,URL
71002,"PARA EMPAREJAR  LA CACHA - INGRESOS MÁXIMOS DE LOS CARGOS DE ELECCIÓN POPULAR Y OBLIGACION DE INGRESAR A FONASA","3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal","Igualdad y cargas tributarias",2022-01-26T00:26:06-03:00,4234,personal,"Charles Vidal S.",,https://plataforma.chileconvencion.cl/m/iniciativa_popular/o/71002
