Nº,Título,Comisión,Tema,"Fecha de Publicación","Cantidad de Apoyos",Tipo,Autor,Organización,URL
874,"Propuesta de norma Constituyente elaborada por el Congreso Quechua","3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal","Autonomías territoriales e indígenas",2022-02-01T17:58:17-03:00,0,personal,"Erwin Ojeda C.",,https://plataforma.chileconvencion.cl/m/iniciativa_indigena/o/874
